asthma_COUNTY,asthma_YEAR,asthma_STRATA,asthma_STRATA NAME,asthma_AGE GROUP,asthma_NUMBER OF ED VISITS,asthma_AGE-ADJUSTED ED VISIT RATE,asthma_COMMENT,aqi_State,aqi_County,aqi_Year,aqi_Days with AQI,aqi_Good Days,aqi_Moderate Days,aqi_Unhealthy for Sensitive Groups Days,aqi_Unhealthy Days,aqi_Very Unhealthy Days,aqi_Hazardous Days,aqi_Max AQI,aqi_90th Percentile AQI,aqi_Median AQI,aqi_Days CO,aqi_Days NO2,aqi_Days Ozone,aqi_Days PM2.5,aqi_Days PM10
Los Angeles,2016,Age groups,5-17 years,5-17 years,13856,83,,California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2
Madera,2016,Age groups,5-17 years,5-17 years,371,119.7,,California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15
Marin,2016,Age groups,5-17 years,5-17 years,111,28,,California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0
Mariposa,2016,Age groups,5-17 years,5-17 years,16,77.7,,California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16
Mendocino,2016,Age groups,5-17 years,5-17 years,84,60.4,,California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4
Merced,2016,Age groups,5-17 years,5-17 years,709,121,,California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3
Monterey,2016,Age groups,5-17 years,5-17 years,507,60.6,,California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41
Napa,2016,Age groups,5-17 years,5-17 years,98,45.5,,California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1
Nevada,2016,Age groups,5-17 years,5-17 years,42,34.8,,California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0
Orange,2016,Age groups,5-17 years,5-17 years,2421,45.6,,California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1
Placer,2016,Age groups,5-17 years,5-17 years,190,33,,California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1
Plumas,2016,Age groups,5-17 years,5-17 years,18,77,,California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0
Riverside,2016,Age groups,5-17 years,5-17 years,2814,63.6,,California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59
Sacramento,2016,Age groups,5-17 years,5-17 years,1851,70.3,,California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0
San Benito,2016,Age groups,5-17 years,5-17 years,94,87.5,,California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0
San Bernardino,2016,Age groups,5-17 years,5-17 years,3255,76.6,,California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9
San Diego,2016,Age groups,5-17 years,5-17 years,2408,42.2,,California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0
San Francisco,2016,Age groups,5-17 years,5-17 years,448,51.9,,California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,166,0
San Joaquin,2016,Age groups,5-17 years,5-17 years,1083,73.3,,California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3
San Luis Obispo,2016,Age groups,5-17 years,5-17 years,187,51.4,,California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42
San Mateo,2016,Age groups,5-17 years,5-17 years,447,37.4,,California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,220,0
Santa Barbara,2016,Age groups,5-17 years,5-17 years,470,65.3,,California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35
Santa Clara,2016,Age groups,5-17 years,5-17 years,1094,33.7,,California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,161,0
Santa Cruz,2016,Age groups,5-17 years,5-17 years,217,50.2,,California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0
Shasta,2016,Age groups,5-17 years,5-17 years,169,61.8,,California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0
Siskiyou,2016,Age groups,5-17 years,5-17 years,20,31.2,,California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,20,0
Solano,2016,Age groups,5-17 years,5-17 years,758,103.7,,California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0
Sonoma,2016,Age groups,5-17 years,5-17 years,362,50,,California,Sonoma,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,64,4
Stanislaus,2016,Age groups,5-17 years,5-17 years,756,70.9,,California,Stanislaus,2016,366,147,176,40,3,0,0,164,103,55,0,1,202,159,4
Sutter,2016,Age groups,5-17 years,5-17 years,82,44.3,,California,Sutter,2016,366,166,168,32,0,0,0,147,97,53,0,0,204,162,0
Tehama,2016,Age groups,5-17 years,5-17 years,82,73.9,,California,Tehama,2016,366,226,98,37,5,0,0,174,108,44,0,0,325,40,1
Tulare,2016,Age groups,5-17 years,5-17 years,606,56.7,,California,Tulare,2016,366,80,162,102,22,0,0,177,145,77,0,0,222,137,7
Tuolumne,2016,Age groups,5-17 years,5-17 years,36,55.4,,California,Tuolumne,2016,354,223,86,38,7,0,0,164,108,44,0,0,354,0,0
Ventura,2016,Age groups,5-17 years,5-17 years,767,52.3,,California,Ventura,2016,366,173,184,9,0,0,0,147,84,51,0,0,232,127,7
Yolo,2016,Age groups,5-17 years,5-17 years,188,52.3,,California,Yolo,2016,366,293,69,4,0,0,0,115,61,40,0,1,281,83,1
Alameda,2016,Age groups,18-64 years,18-64 years,4887,45.6,,California,Alameda,2016,366,239,112,13,2,0,0,154,74,44,0,15,214,137,0
Amador,2016,Age groups,18-64 years,18-64 years,113,54.3,,California,Amador,2016,366,304,57,5,0,0,0,115,64,37,0,0,366,0,0
Butte,2016,Age groups,18-64 years,18-64 years,496,38.7,,California,Butte,2016,366,169,181,16,0,0,0,127,86,52,0,0,199,167,0
Calaveras,2016,Age groups,18-64 years,18-64 years,111,47.9,,California,Calaveras,2016,366,232,112,22,0,0,0,150,87,44,0,0,280,85,1
Colusa,2016,Age groups,18-64 years,18-64 years,36,27.5,,California,Colusa,2016,366,272,94,0,0,0,0,91,64,43,0,0,248,99,19
Contra Costa,2016,Age groups,18-64 years,18-64 years,3390,49.8,,California,Contra Costa,2016,366,287,76,3,0,0,0,143,59,40,0,2,223,141,0
Del Norte,2016,Age groups,18-64 years,18-64 years,94,62,,California,Del Norte,2016,177,172,5,0,0,0,0,65,40,20,0,0,0,177,0
El Dorado,2016,Age groups,18-64 years,18-64 years,367,36.7,,California,El Dorado,2016,366,222,101,31,12,0,0,172,105,45,0,0,365,1,0
Fresno,2016,Age groups,18-64 years,18-64 years,2544,43.7,,California,Fresno,2016,366,92,169,80,25,0,0,190,140,74,0,1,217,136,12
Glenn,2016,Age groups,18-64 years,18-64 years,55,33.1,,California,Glenn,2016,362,259,103,0,0,0,0,91,61,43,0,0,210,143,9
Humboldt,2016,Age groups,18-64 years,18-64 years,615,77.2,,California,Humboldt,2016,366,326,40,0,0,0,0,74,52,35,0,1,229,130,6
Imperial,2016,Age groups,18-64 years,18-64 years,485,44.1,,California,Imperial,2016,366,105,216,39,3,1,2,541,105,60,0,2,144,90,130
Inyo,2016,Age groups,18-64 years,18-64 years,45,43.7,,California,Inyo,2016,366,244,99,15,4,1,3,426,87,44,0,0,313,16,37
Kern,2016,Age groups,18-64 years,18-64 years,2575,47.8,,California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,128,7
Kings,2016,Age groups,18-64 years,18-64 years,474,53.2,,California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,133,49
Lake,2016,Age groups,18-64 years,18-64 years,333,89.1,,California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,2,0
Los Angeles,2016,Age groups,18-64 years,18-64 years,27003,41.5,,California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2
Madera,2016,Age groups,18-64 years,18-64 years,312,34.3,,California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15
Marin,2016,Age groups,18-64 years,18-64 years,310,21.1,,California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0
Mariposa,2016,Age groups,18-64 years,18-64 years,30,34.9,,California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16
Mendocino,2016,Age groups,18-64 years,18-64 years,288,59.9,,California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4
Merced,2016,Age groups,18-64 years,18-64 years,1085,67.8,,California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3
Mono,2016,Age groups,18-64 years,18-64 years,19,25,,California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,19,347
Monterey,2016,Age groups,18-64 years,18-64 years,1081,40.3,,California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41
Napa,2016,Age groups,18-64 years,18-64 years,223,27.1,,California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1
Nevada,2016,Age groups,18-64 years,18-64 years,181,36.8,,California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0
Orange,2016,Age groups,18-64 years,18-64 years,4304,21.7,,California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1
Placer,2016,Age groups,18-64 years,18-64 years,575,26.9,,California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1
Plumas,2016,Age groups,18-64 years,18-64 years,62,64.8,,California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0
Riverside,2016,Age groups,18-64 years,18-64 years,5082,36,,California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59
Sacramento,2016,Age groups,18-64 years,18-64 years,5637,60.8,,California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0
San Benito,2016,Age groups,18-64 years,18-64 years,126,38.1,,California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0
San Bernardino,2016,Age groups,18-64 years,18-64 years,6109,45.7,,California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9
San Diego,2016,Age groups,18-64 years,18-64 years,5286,25.7,,California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0
San Francisco,2016,Age groups,18-64 years,18-64 years,1771,29.9,,California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,166,0
San Joaquin,2016,Age groups,18-64 years,18-64 years,2446,55.2,,California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3
San Luis Obispo,2016,Age groups,18-64 years,18-64 years,559,35.5,,California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42
San Mateo,2016,Age groups,18-64 years,18-64 years,1291,27.5,,California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,220,0
Santa Barbara,2016,Age groups,18-64 years,18-64 years,803,28.1,,California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35
Santa Clara,2016,Age groups,18-64 years,18-64 years,3356,27.6,,California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,161,0
Santa Cruz,2016,Age groups,18-64 years,18-64 years,467,28.8,,California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0
Shasta,2016,Age groups,18-64 years,18-64 years,435,44.6,,California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0
Siskiyou,2016,Age groups,18-64 years,18-64 years,85,38.2,,California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,20,0
Solano,2016,Age groups,18-64 years,18-64 years,2032,78,,California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0
Sonoma,2016,Age groups,18-64 years,18-64 years,986,32.7,,California,Sonoma,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,64,4
Stanislaus,2016,Age groups,18-64 years,18-64 years,1546,47.9,,California,Stanislaus,2016,366,147,176,40,3,0,0,164,103,55,0,1,202,159,4
Sutter,2016,Age groups,18-64 years,18-64 years,177,30.4,,California,Sutter,2016,366,166,168,32,0,0,0,147,97,53,0,0,204,162,0
Tehama,2016,Age groups,18-64 years,18-64 years,200,56.6,,California,Tehama,2016,366,226,98,37,5,0,0,174,108,44,0,0,325,40,1
Trinity,2016,Age groups,18-64 years,18-64 years,40,60.1,,California,Trinity,2016,167,116,51,0,0,0,0,96,70,38,0,0,0,167,0
Tulare,2016,Age groups,18-64 years,18-64 years,925,34.3,,California,Tulare,2016,366,80,162,102,22,0,0,177,145,77,0,0,222,137,7
Tuolumne,2016,Age groups,18-64 years,18-64 years,139,46.6,,California,Tuolumne,2016,354,223,86,38,7,0,0,164,108,44,0,0,354,0,0
Ventura,2016,Age groups,18-64 years,18-64 years,1277,24.9,,California,Ventura,2016,366,173,184,9,0,0,0,147,84,51,0,0,232,127,7
Yolo,2016,Age groups,18-64 years,18-64 years,435,33.3,,California,Yolo,2016,366,293,69,4,0,0,0,115,61,40,0,1,281,83,1
Alameda,2016,Age groups,65+ years,65+ years,764,34.3,,California,Alameda,2016,366,239,112,13,2,0,0,154,74,44,0,15,214,137,0
Alpine,2016,Age groups,65+ years,65+ years,0,0,,California,Alpine,2016,24,22,2,0,0,0,0,65,47,22,0,0,0,24,0
Amador,2016,Age groups,65+ years,65+ years,18,19.6,,California,Amador,2016,366,304,57,5,0,0,0,115,64,37,0,0,366,0,0
Butte,2016,Age groups,65+ years,65+ years,48,11.2,,California,Butte,2016,366,169,181,16,0,0,0,127,86,52,0,0,199,167,0
Calaveras,2016,Age groups,65+ years,65+ years,20,15.2,,California,Calaveras,2016,366,232,112,22,0,0,0,150,87,44,0,0,280,85,1
Contra Costa,2016,Age groups,65+ years,65+ years,446,25.5,,California,Contra Costa,2016,366,287,76,3,0,0,0,143,59,40,0,2,223,141,0
El Dorado,2016,Age groups,65+ years,65+ years,42,11.5,,California,El Dorado,2016,366,222,101,31,12,0,0,172,105,45,0,0,365,1,0
Fresno,2016,Age groups,65+ years,65+ years,320,28.4,,California,Fresno,2016,366,92,169,80,25,0,0,190,140,74,0,1,217,136,12
Humboldt,2016,Age groups,65+ years,65+ years,40,16.4,,California,Humboldt,2016,366,326,40,0,0,0,0,74,52,35,0,1,229,130,6
Imperial,2016,Age groups,65+ years,65+ years,84,38.3,,California,Imperial,2016,366,105,216,39,3,1,2,541,105,60,0,2,144,90,130
Kern,2016,Age groups,65+ years,65+ years,205,21.2,,California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,128,7
Kings,2016,Age groups,65+ years,65+ years,43,28.7,,California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,133,49
Lake,2016,Age groups,65+ years,65+ years,46,32.2,,California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,2,0
Los Angeles,2016,Age groups,65+ years,65+ years,3313,24.4,,California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2
Madera,2016,Age groups,65+ years,65+ years,49,22.7,,California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15
Marin,2016,Age groups,65+ years,65+ years,67,12.6,,California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0
Mariposa,2016,Age groups,65+ years,65+ years,14,29.8,,California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16
Mendocino,2016,Age groups,65+ years,65+ years,35,18.5,,California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4
Merced,2016,Age groups,65+ years,65+ years,87,29.1,,California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3
Mono,2016,Age groups,65+ years,65+ years,0,0,,California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,19,347
Monterey,2016,Age groups,65+ years,65+ years,120,20.7,,California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41
Napa,2016,Age groups,65+ years,65+ years,68,27.5,,California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1
Nevada,2016,Age groups,65+ years,65+ years,26,10.2,,California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0
Orange,2016,Age groups,65+ years,65+ years,702,15.7,,California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1
Placer,2016,Age groups,65+ years,65+ years,105,14.6,,California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1
Plumas,2016,Age groups,65+ years,65+ years,15,26.2,,California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0
Riverside,2016,Age groups,65+ years,65+ years,563,16.8,,California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59
Sacramento,2016,Age groups,65+ years,65+ years,491,24.9,,California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0
San Benito,2016,Age groups,65+ years,65+ years,22,30.2,,California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0
San Bernardino,2016,Age groups,65+ years,65+ years,547,22.8,,California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9
San Diego,2016,Age groups,65+ years,65+ years,697,15.3,,California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0
San Francisco,2016,Age groups,65+ years,65+ years,296,21.2,,California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,166,0
San Joaquin,2016,Age groups,65+ years,65+ years,212,22.8,,California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3
San Luis Obispo,2016,Age groups,65+ years,65+ years,99,17.7,,California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42
San Mateo,2016,Age groups,65+ years,65+ years,309,24.6,,California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,220,0
Santa Barbara,2016,Age groups,65+ years,65+ years,153,23,,California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35
Santa Clara,2016,Age groups,65+ years,65+ years,502,19.2,,California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,161,0
Santa Cruz,2016,Age groups,65+ years,65+ years,65,17.4,,California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0
Shasta,2016,Age groups,65+ years,65+ years,36,9.9,,California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0
Siskiyou,2016,Age groups,65+ years,65+ years,14,12.9,,California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,20,0
Solano,2016,Age groups,65+ years,65+ years,238,36.8,,California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0
Sonoma,2016,Age groups,65+ years,65+ years,161,17.9,,California,Sonoma,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,64,4
Stanislaus,2016,Age groups,65+ years,65+ years,155,22.6,,California,Stanislaus,2016,366,147,176,40,3,0,0,164,103,55,0,1,202,159,4
Sutter,2016,Age groups,65+ years,65+ years,21,14.8,,California,Sutter,2016,366,166,168,32,0,0,0,147,97,53,0,0,204,162,0
Tehama,2016,Age groups,65+ years,65+ years,23,18.7,,California,Tehama,2016,366,226,98,37,5,0,0,174,108,44,0,0,325,40,1
Tulare,2016,Age groups,65+ years,65+ years,95,18.3,,California,Tulare,2016,366,80,162,102,22,0,0,177,145,77,0,0,222,137,7
Tuolumne,2016,Age groups,65+ years,65+ years,33,23.2,,California,Tuolumne,2016,354,223,86,38,7,0,0,164,108,44,0,0,354,0,0
Ventura,2016,Age groups,65+ years,65+ years,178,14.6,,California,Ventura,2016,366,173,184,9,0,0,0,147,84,51,0,0,232,127,7
Yolo,2016,Age groups,65+ years,65+ years,52,20.7,,California,Yolo,2016,366,293,69,4,0,0,0,115,61,40,0,1,281,83,1
Alameda,2016,Race/ethnicity,White,All ages,1438,28.8,,California,Alameda,2016,366,239,112,13,2,0,0,154,74,44,0,15,214,137,0
Amador,2016,Race/ethnicity,White,All ages,146,62.7,,California,Amador,2016,366,304,57,5,0,0,0,115,64,37,0,0,366,0,0
Butte,2016,Race/ethnicity,White,All ages,571,41.3,,California,Butte,2016,366,169,181,16,0,0,0,127,86,52,0,0,199,167,0
Calaveras,2016,Race/ethnicity,White,All ages,151,50.5,,California,Calaveras,2016,366,232,112,22,0,0,0,150,87,44,0,0,280,85,1
Colusa,2016,Race/ethnicity,White,All ages,33,42.4,,California,Colusa,2016,366,272,94,0,0,0,0,91,64,43,0,0,248,99,19
Contra Costa,2016,Race/ethnicity,White,All ages,1534,34,,California,Contra Costa,2016,366,287,76,3,0,0,0,143,59,40,0,2,223,141,0
Del Norte,2016,Race/ethnicity,White,All ages,126,92.3,,California,Del Norte,2016,177,172,5,0,0,0,0,65,40,20,0,0,0,177,0
El Dorado,2016,Race/ethnicity,White,All ages,355,30.1,,California,El Dorado,2016,366,222,101,31,12,0,0,172,105,45,0,0,365,1,0
Fresno,2016,Race/ethnicity,White,All ages,1631,66.2,,California,Fresno,2016,366,92,169,80,25,0,0,190,140,74,0,1,217,136,12
Glenn,2016,Race/ethnicity,White,All ages,48,33,,California,Glenn,2016,362,259,103,0,0,0,0,91,61,43,0,0,210,143,9
Humboldt,2016,Race/ethnicity,White,All ages,603,66.1,,California,Humboldt,2016,366,326,40,0,0,0,0,74,52,35,0,1,229,130,6
Imperial,2016,Race/ethnicity,White,All ages,120,62.2,,California,Imperial,2016,366,105,216,39,3,1,2,541,105,60,0,2,144,90,130
Inyo,2016,Race/ethnicity,White,All ages,45,44.1,,California,Inyo,2016,366,244,99,15,4,1,3,426,87,44,0,0,313,16,37
Kern,2016,Race/ethnicity,White,All ages,1432,49.8,,California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,128,7
Kings,2016,Race/ethnicity,White,All ages,311,65.9,,California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,133,49
Lake,2016,Race/ethnicity,White,All ages,351,82.5,,California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,2,0
Los Angeles,2016,Race/ethnicity,White,All ages,7663,32.3,,California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2
Madera,2016,Race/ethnicity,White,All ages,217,52.5,,California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15
Marin,2016,Race/ethnicity,White,All ages,303,19.3,,California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0
Mariposa,2016,Race/ethnicity,White,All ages,53,45.7,,California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16
Mendocino,2016,Race/ethnicity,White,All ages,275,58.4,,California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4
Merced,2016,Race/ethnicity,White,All ages,588,84.4,,California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3
Mono,2016,Race/ethnicity,White,All ages,19,30.8,,California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,19,347
Monterey,2016,Race/ethnicity,White,All ages,427,37.4,,California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41
Napa,2016,Race/ethnicity,White,All ages,230,35.6,,California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1
Nevada,2016,Race/ethnicity,White,All ages,237,37.3,,California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0
Orange,2016,Race/ethnicity,White,All ages,3230,28.3,,California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1
Placer,2016,Race/ethnicity,White,All ages,699,28.9,,California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1
Plumas,2016,Race/ethnicity,White,All ages,69,53.3,,California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0
Riverside,2016,Race/ethnicity,White,All ages,2934,39.8,,California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59
Sacramento,2016,Race/ethnicity,White,All ages,2707,42.3,,California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0
San Benito,2016,Race/ethnicity,White,All ages,84,51,,California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0
San Bernardino,2016,Race/ethnicity,White,All ages,2716,44.3,,California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9
San Diego,2016,Race/ethnicity,White,All ages,2930,20.9,,California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0
